#	genotype	transfection	pair	slice	animal	id	peak	decay	charge	rise	dt50	fwhm
149	HOM	+	75	8	3	04-09-17 s1 p1	30.5016	116.452	4.33577	4.25375	77.551	85.0134
150	HOM	-	75	8	3	04-09-17 s1 p1	104.3942	83.9708	15.4103	2.73714	48.3255	53.5435
151	HOM	+	76	3	2	19.06.17 s0 p1	115.6224	183.379	29.0887	5.00466	119.293	130.457
152	HOM	-	76	3	2	19.06.17 s0 p1	113.496	79.1213	12.4609	4.00247	28.7374	35.1131
153	HOM	+	77	3	2	19.06.17 s0 p0	34.3704	259.116	10.3809	5.89584	190.338	202.091
154	HOM	-	77	3	2	19.06.17 s0 p0	84.7976	97.6965	8.59607	3.74386	27.0248	32.368
155	HOM	+	78	4	2	19.06.17 s1 p0	15.97564	180.037	3.13742	4.92519	64.4988	75.5882
156	HOM	-	78	4	2	19.06.17 s1 p0	78.3544	110.749	5.6979	3.91506	28.2351	34.9482
157	HOM	+	79	6	2	19.06.17 s3 p2	49.583	127.876	7.06607	4.35244	82.0415	91.9869
158	HOM	-	79	6	2	19.06.17 s3 p2	76.1026	71.5413	7.01185	3.05656	31.2075	36.6543
159	HOM	+	80	6	2	19.06.17 s3 p1	61.2116	156.867	9.78028	4.1253	84.7643	93.3361
160	HOM	-	80	6	2	19.06.17 s3 p1	115.9796	84.546	10.6892	2.96052	32.3931	37.9862
161	HOM	+	81	6	2	19.06.17 s3 p0	86.684	154.547	11.7077	3.8521	74.7467	82.4316
162	HOM	-	81	6	2	19.06.17 s3 p0	57.8442	96.5888	4.86382	3.83422	34.276	40.4862
163	HOM	+	82	5	2	19.06.17 s2 p1	35.7516	192.336	7.3777	5.66255	128.165	137.952
164	HOM	-	82	5	2	19.06.17 s2 p1	109.843	81.3639	10.398	3.53917	29.5517	37.5191
165	HOM	+	83	5	2	19.06.17 s2 p0	36.1722	244.185	9.00228	5.0361	120.785	128.232
166	HOM	-	83	5	2	19.06.17 s2 p0	71.3802	90.5799	4.48536	3.95537	28.911	35.9821
167	HOM	+	84	12	1	15.06.17 s0 p1	83.9728	193.685	16.9011	4.99662	92.5693	103.044
168	HOM	-	84	12	1	15.06.17 s0 p1	102.1526	161.287	11.5968	3.39724	41.7731	47.7502
169	HOM	+	85	12	1	15.06.17 s0 p0	73.7938	156.337	12.4832	4.01123	79.2693	86.1153
170	HOM	-	85	12	1	15.06.17 s0 p0	82.1666	68.4446	7.60106	3.86671	31.3948	37.2851
171	HOM	+	86	13	1	15.06.17 s1 p2	53.3734	138.659	11.6676	6.05868	93.1057	105.915
172	HOM	-	86	13	1	15.06.17 s1 p2	61.9672	73.5235	8.95494	5.03564	39.7247	46.9793
173	HOM	+	87	13	1	15.06.17 s1 p0	52.952	237.814	9.77227	5.52769	90.8852	99.1219
